idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
29,student,single,secondary,314,0,0,13,8,485,3,0
55,management,married,tertiary,655,0,0,28,7,167,6,0
31,admin.,married,secondary,212,1,0,18,7,191,3,0
31,admin.,single,secondary,523,0,1,2,2,323,1,0
32,management,single,tertiary,111,1,0,8,5,162,2,0
31,technician,single,tertiary,1166,1,0,3,6,207,1,0
47,housemaid,married,secondary,582,0,0,13,8,73,1,0
34,technician,single,secondary,513,1,0,5,5,165,3,0
53,management,married,tertiary,75,0,0,20,8,216,2,0
29,admin.,single,secondary,1992,0,0,12,4,119,2,0
50,management,married,secondary,2910,0,0,19,11,433,1,0
49,services,married,secondary,66,1,1,21,11,59,4,0
32,technician,married,secondary,599,0,0,19,11,79,1,0
42,technician,married,secondary,89,1,0,5,5,159,1,0
37,admin.,single,secondary,796,1,0,29,1,143,3,0
36,technician,married,tertiary,571,1,1,31,7,46,3,0
33,blue-collar,married,secondary,215,0,0,15,4,166,1,0
36,blue-collar,married,secondary,1088,1,0,13,5,77,2,0
30,services,married,secondary,271,1,0,15,5,365,1,0
57,self-employed,married,secondary,11494,0,0,19,11,198,1,0
37,admin.,married,tertiary,2741,0,0,16,6,204,4,0
25,services,divorced,secondary,1694,0,0,7,7,159,2,0
70,retired,divorced,primary,383,0,0,28,4,50,2,0
41,management,married,tertiary,298,0,0,4,5,63,3,0
26,management,single,tertiary,155,1,0,27,5,74,4,0
53,entrepreneur,married,primary,694,1,0,14,5,157,1,0
55,management,married,unknown,179,0,0,19,6,97,1,0
23,technician,single,secondary,356,1,0,18,5,224,2,0
45,management,married,tertiary,0,1,0,5,5,469,2,0
34,self-employed,married,secondary,179,1,1,24,7,137,4,0
35,management,married,tertiary,244,1,0,19,11,138,1,0
30,management,divorced,tertiary,46,0,0,13,8,382,3,0
36,admin.,divorced,secondary,246,1,0,16,5,206,2,0
48,self-employed,married,tertiary,7,1,0,5,5,286,1,0
67,retired,divorced,primary,1746,0,0,5,8,134,1,0
35,technician,single,tertiary,992,1,0,26,8,79,1,0
38,housemaid,divorced,tertiary,4312,0,0,15,5,67,4,0
44,blue-collar,married,primary,103,1,0,12,5,79,1,0
54,blue-collar,married,secondary,506,1,0,18,11,172,2,0
42,management,divorced,tertiary,461,1,0,3,6,72,1,0
36,technician,single,tertiary,268,0,0,29,8,54,12,0
26,technician,single,secondary,-454,0,1,18,7,652,2,0
35,management,married,tertiary,365,0,0,21,11,168,2,0
33,technician,divorced,secondary,2,1,0,7,5,600,2,0
58,services,married,secondary,1667,1,1,6,5,85,1,0
21,blue-collar,single,secondary,2265,0,0,27,5,156,4,0
34,blue-collar,married,secondary,4622,1,1,20,5,217,1,0
38,blue-collar,single,secondary,0,0,0,13,8,255,2,0
41,technician,married,secondary,188,0,1,31,7,15,25,0
36,management,single,secondary,0,0,0,13,8,333,5,0
38,self-employed,single,secondary,592,0,0,6,5,275,1,0
25,technician,married,secondary,-276,1,0,4,6,105,1,0
34,technician,married,secondary,1254,0,0,6,5,77,3,0
34,technician,married,secondary,652,1,1,18,7,50,4,0
45,blue-collar,married,secondary,192,1,0,13,5,154,5,0
30,technician,single,secondary,148,1,1,15,5,115,5,0
42,technician,married,secondary,1812,1,0,31,7,84,2,0
50,unemployed,married,secondary,3478,1,0,13,5,342,3,0
33,technician,married,secondary,264,0,0,28,8,180,4,0
35,management,married,tertiary,71,1,0,30,4,510,2,0
59,blue-collar,married,secondary,1376,0,1,9,5,61,4,0
38,blue-collar,married,primary,668,0,0,8,5,238,1,0
33,services,married,secondary,703,0,0,18,11,160,2,0
45,technician,divorced,unknown,-25,0,1,3,7,158,3,0
37,unemployed,single,secondary,48,0,0,31,7,40,10,0
35,technician,single,tertiary,2453,1,0,13,8,119,2,0
41,blue-collar,single,primary,0,1,0,16,5,522,5,0
33,management,married,tertiary,133,1,0,26,5,308,4,0
30,management,single,tertiary,277,1,0,8,5,166,1,0
49,housemaid,married,primary,78,0,0,10,7,139,1,0
39,management,married,secondary,517,1,0,18,11,387,3,0
44,entrepreneur,divorced,secondary,1,0,0,31,7,388,4,0
38,blue-collar,married,primary,7944,0,0,17,6,116,3,0
27,admin.,single,secondary,3,1,0,8,5,346,2,0
45,management,married,tertiary,623,0,0,9,9,405,3,0
40,management,divorced,tertiary,290,1,0,27,5,184,1,0
53,services,married,primary,8918,1,0,23,7,173,2,0
32,management,single,tertiary,41,1,0,7,5,449,1,0
34,blue-collar,married,secondary,199,1,0,8,5,627,3,0
29,blue-collar,married,secondary,100,1,1,6,5,152,4,0
34,services,single,secondary,313,1,0,14,7,634,3,0
40,admin.,married,secondary,419,1,1,12,5,92,1,0
44,technician,married,secondary,0,1,0,30,5,243,3,0
36,management,single,tertiary,0,0,1,18,11,300,1,0
39,technician,married,tertiary,437,0,0,27,5,186,2,0
58,blue-collar,married,primary,1357,1,0,13,5,150,2,0
37,technician,married,secondary,1610,0,0,16,6,140,2,0
31,management,married,tertiary,0,1,0,4,5,108,2,0
46,blue-collar,divorced,secondary,709,1,0,18,7,100,4,0
26,student,single,tertiary,10086,0,0,8,7,475,3,0
37,services,married,secondary,0,1,0,14,7,330,4,0
39,services,married,secondary,-311,1,0,6,5,55,2,0
36,management,married,tertiary,9324,1,0,30,3,138,8,0
29,management,married,tertiary,7832,1,0,27,5,304,2,0
47,technician,divorced,secondary,191,0,0,19,8,228,5,0
47,management,married,tertiary,6637,1,0,17,4,174,2,0
44,services,single,secondary,0,1,0,14,5,198,1,0
24,admin.,single,secondary,172,0,0,3,2,114,1,0
30,blue-collar,married,secondary,1131,1,1,18,11,189,1,0
55,management,single,tertiary,797,0,0,29,7,24,2,0
41,admin.,married,secondary,120,0,1,8,7,489,1,0
57,admin.,married,primary,215,1,1,17,7,210,2,0
34,blue-collar,married,primary,425,1,0,16,7,1389,7,0
31,admin.,single,secondary,476,0,0,9,2,284,2,0
56,entrepreneur,divorced,primary,29,0,0,29,1,52,2,0
53,management,married,unknown,527,1,0,23,7,71,3,0
33,management,single,tertiary,0,0,0,27,8,191,4,0
67,admin.,married,primary,1093,0,0,8,7,64,3,0
53,housemaid,married,primary,70,0,0,21,8,77,8,0
41,housemaid,married,primary,39,0,0,21,8,299,4,0
46,housemaid,married,primary,296,1,0,20,6,205,4,0
58,admin.,married,secondary,1464,1,1,5,6,53,29,0
39,blue-collar,married,primary,2226,1,0,6,5,158,1,0
30,technician,single,secondary,1286,0,0,28,8,44,12,0
37,blue-collar,married,primary,-738,1,0,5,5,303,1,0
45,management,married,tertiary,3643,0,0,21,11,162,1,0
50,housemaid,married,tertiary,5260,1,0,24,7,51,2,0
30,technician,single,secondary,3096,1,0,11,8,272,4,0
29,blue-collar,married,secondary,-312,1,1,14,5,130,2,0
32,self-employed,married,primary,286,1,0,6,8,175,1,0
37,management,married,tertiary,89,1,0,19,5,162,10,0
26,services,single,secondary,-72,1,0,30,6,82,9,0
51,management,single,tertiary,4305,1,0,4,5,126,1,0
38,admin.,married,primary,1487,0,0,9,6,332,2,0
72,retired,divorced,primary,0,0,0,28,8,359,1,0
42,technician,divorced,secondary,-78,1,1,29,7,10,23,0
57,blue-collar,single,primary,3495,0,1,19,11,362,3,0
22,student,single,unknown,3317,0,0,10,8,148,1,0
46,management,married,tertiary,1906,0,0,28,8,44,6,0
32,unemployed,married,secondary,2996,1,0,19,5,68,1,0
42,technician,married,tertiary,446,0,0,6,8,286,3,0
37,blue-collar,married,secondary,1590,0,0,12,6,305,2,0
27,self-employed,single,tertiary,5214,1,0,28,5,94,1,0
30,management,married,tertiary,134,1,0,19,5,70,1,0
34,management,married,tertiary,8,0,0,25,8,169,4,0
56,management,married,tertiary,3120,1,0,7,8,666,2,0
54,services,married,secondary,171,0,1,14,7,673,8,0
57,management,married,secondary,39,1,0,15,5,114,2,0
56,management,married,tertiary,171,0,1,17,7,610,2,0
41,services,married,secondary,-140,0,1,6,6,190,1,0
32,management,single,tertiary,728,1,0,21,5,125,1,0
34,services,married,secondary,1637,1,0,21,11,107,4,0
30,services,single,secondary,-143,1,0,15,5,85,1,0
42,technician,divorced,tertiary,802,0,0,28,1,119,2,0
40,housemaid,married,tertiary,795,1,0,29,5,725,3,0
36,technician,single,secondary,265,1,1,5,5,348,1,0
42,services,married,primary,2567,1,0,19,5,401,2,0
34,management,married,tertiary,3402,0,0,3,6,88,2,0
30,services,divorced,secondary,1336,1,0,18,5,13,3,0
35,blue-collar,married,secondary,306,0,0,20,6,12,8,0
44,blue-collar,single,primary,10984,0,0,20,6,258,18,0
46,admin.,married,secondary,526,0,1,31,7,251,3,0
38,services,married,tertiary,563,1,0,7,5,251,2,0
32,services,single,tertiary,0,0,0,28,8,23,12,0
34,management,married,tertiary,0,0,0,29,8,120,2,0
53,services,divorced,primary,3107,0,0,5,6,152,1,0
38,services,married,primary,0,0,0,28,7,33,3,0
54,management,married,tertiary,1146,1,0,12,8,205,2,0
32,blue-collar,single,secondary,5252,1,0,20,11,232,2,0
33,management,married,tertiary,1195,1,0,13,5,355,4,0
46,technician,married,secondary,488,0,0,5,6,92,1,0
49,management,married,tertiary,1887,0,0,18,11,244,3,0
37,management,married,tertiary,49,0,1,22,8,132,1,0
40,blue-collar,married,secondary,280,1,0,8,5,435,2,0
35,blue-collar,married,secondary,-461,0,0,23,5,339,1,0
26,services,divorced,primary,633,1,0,27,5,326,2,0
27,blue-collar,single,primary,3955,1,0,28,5,205,3,0
39,management,married,tertiary,-233,1,0,19,11,249,1,0
31,services,single,tertiary,1626,0,0,31,7,15,1,0
53,blue-collar,married,secondary,1103,1,1,4,2,101,2,0
50,entrepreneur,divorced,tertiary,223,0,0,7,7,264,5,0
36,blue-collar,single,secondary,-175,1,0,15,5,180,2,0
46,blue-collar,married,secondary,-3,1,0,9,5,92,2,0
36,services,married,tertiary,0,1,0,8,5,52,1,0
38,housemaid,married,primary,3918,0,0,27,8,101,3,0
44,management,married,tertiary,284,1,1,10,7,109,5,0
56,retired,married,secondary,4577,0,0,29,8,133,2,0
37,management,single,tertiary,876,1,0,15,4,140,4,0
51,blue-collar,married,primary,3754,0,1,13,8,202,3,0
41,technician,married,secondary,128,1,0,27,8,100,2,0
55,technician,divorced,tertiary,0,1,0,30,5,234,1,0
38,management,divorced,tertiary,547,1,0,14,5,137,4,0
21,management,single,tertiary,243,0,1,17,6,181,2,0
40,entrepreneur,married,tertiary,3571,0,0,9,6,222,3,0
39,technician,married,secondary,130,0,0,8,7,202,2,0
30,blue-collar,married,secondary,-529,1,0,12,5,416,4,0
28,services,single,secondary,1636,1,0,18,5,97,1,0
58,services,married,secondary,12180,0,0,16,6,121,5,0
50,unemployed,married,secondary,297,1,0,31,7,29,10,0
32,blue-collar,single,secondary,413,1,0,19,11,270,1,0
44,technician,single,secondary,285,1,0,12,5,373,3,0
47,technician,married,secondary,19,1,0,6,5,105,2,0
45,unknown,married,primary,44,0,0,11,6,81,1,0
48,services,divorced,secondary,62,1,0,8,5,561,1,0
60,management,married,tertiary,79,0,0,11,6,48,3,0
45,blue-collar,married,secondary,226,0,0,4,2,170,2,0
31,technician,single,secondary,2388,0,0,5,8,123,1,0
30,admin.,single,secondary,98,1,0,23,7,100,5,0
52,management,married,primary,48,0,0,9,6,135,2,0
31,blue-collar,married,secondary,255,1,1,18,5,295,1,0
53,blue-collar,married,secondary,2,1,0,16,5,851,2,0
47,blue-collar,married,primary,643,1,0,20,6,18,6,0
42,technician,married,tertiary,13410,0,1,14,8,149,2,0
57,admin.,married,unknown,0,1,0,15,5,215,2,0
35,self-employed,divorced,secondary,3443,0,0,30,7,409,4,0
47,unemployed,married,primary,2946,0,0,5,6,60,1,0
37,management,married,tertiary,21,1,0,29,5,52,2,0
55,unemployed,married,primary,1212,0,0,31,8,241,1,0
58,management,married,tertiary,2183,1,0,22,7,209,1,0
33,entrepreneur,married,secondary,135,1,0,17,4,114,1,0
29,blue-collar,married,secondary,5903,1,0,8,5,194,1,0
41,unemployed,divorced,secondary,271,1,0,19,6,196,2,0
53,retired,married,secondary,303,1,0,6,5,593,2,0
41,entrepreneur,single,primary,7264,0,1,1,7,125,3,0
42,unemployed,married,tertiary,0,0,0,8,10,113,1,0
52,admin.,married,primary,204,0,0,19,8,123,2,0
42,services,divorced,secondary,444,0,0,21,11,171,1,0
33,services,single,secondary,-27,1,0,26,5,165,1,0
44,blue-collar,single,primary,287,0,0,29,1,301,1,0
53,management,married,tertiary,800,0,0,18,11,90,1,0
35,technician,single,secondary,4645,1,0,11,1,502,3,0
47,entrepreneur,married,unknown,1481,1,0,6,5,64,2,0
59,admin.,married,secondary,1575,1,0,12,5,301,3,0
31,management,single,tertiary,5691,1,0,21,11,37,2,0
40,management,married,tertiary,294,1,0,23,7,97,5,0
55,management,married,tertiary,154,0,0,11,5,70,2,0
41,self-employed,single,tertiary,3950,1,0,30,5,96,2,0
46,blue-collar,married,secondary,624,1,0,16,4,201,1,0
35,services,divorced,secondary,-504,0,0,10,7,228,1,0
46,technician,divorced,secondary,111,1,0,19,11,178,3,0
31,blue-collar,married,secondary,1131,1,1,15,4,126,1,0
49,management,married,tertiary,322,0,0,6,8,72,4,0
37,technician,married,secondary,0,1,0,16,4,657,4,0
41,technician,single,tertiary,-89,1,0,3,2,195,4,0
42,blue-collar,married,secondary,3,1,0,14,5,34,1,0
34,technician,single,secondary,1313,0,0,19,4,237,4,0
55,technician,married,secondary,462,0,0,11,8,116,2,0
49,unemployed,married,primary,11,1,0,31,7,166,8,0
59,technician,married,primary,3163,1,0,29,5,240,2,0
26,technician,single,secondary,2,1,1,15,5,461,1,0
43,self-employed,married,tertiary,3157,0,0,21,4,381,2,0
35,management,single,tertiary,4348,1,0,2,4,1074,3,0
43,management,married,tertiary,-391,1,0,28,7,193,8,0
51,blue-collar,married,tertiary,7816,1,0,12,5,76,2,0
29,technician,single,secondary,5763,0,1,5,6,271,2,0
42,self-employed,married,secondary,240,1,0,4,2,183,1,0
73,retired,married,primary,508,0,0,14,6,154,4,0
39,services,married,secondary,2,1,0,25,7,174,10,0
39,management,married,tertiary,1654,0,1,21,11,151,1,0
44,entrepreneur,married,secondary,860,1,1,6,5,96,2,0
30,admin.,single,secondary,154,1,0,21,11,24,2,0
32,admin.,married,tertiary,281,1,0,6,5,226,1,0
57,retired,married,secondary,427,0,0,29,1,246,1,0
55,blue-collar,married,secondary,467,0,0,25,8,129,5,0
24,self-employed,single,tertiary,91,1,0,15,5,134,2,0
41,services,married,secondary,1319,1,0,11,5,305,1,0
39,admin.,married,tertiary,259,1,0,19,5,27,1,0
52,self-employed,married,secondary,-488,1,0,29,5,322,1,0
28,services,single,secondary,60,0,1,29,1,248,1,0
56,management,married,primary,405,0,0,21,7,251,2,0
33,technician,married,secondary,177,1,1,12,5,22,8,0
41,management,married,tertiary,-412,1,0,29,1,85,1,0
32,management,married,tertiary,282,0,0,22,8,92,2,0
50,housemaid,married,tertiary,6181,0,0,17,6,1162,2,0
28,services,single,secondary,373,1,0,18,5,115,2,0
36,management,married,tertiary,-92,0,1,18,11,196,3,0
36,blue-collar,married,primary,49,1,0,15,5,232,2,0
53,housemaid,married,primary,0,0,0,24,6,51,8,0
40,admin.,married,secondary,-283,0,0,20,6,253,2,0
34,technician,single,secondary,1313,0,0,12,8,176,1,0
35,admin.,single,secondary,2452,1,0,5,6,91,2,0
55,technician,married,secondary,517,1,1,19,5,61,4,0
49,management,married,tertiary,350,0,0,12,8,238,6,0
57,retired,married,primary,1623,1,1,18,7,246,1,0
44,blue-collar,single,secondary,-435,1,0,27,5,141,2,0
57,retired,married,primary,333,0,0,22,8,336,2,0
36,management,married,tertiary,3770,1,0,31,7,150,4,0
53,services,divorced,primary,778,1,0,17,4,221,2,0
25,admin.,single,secondary,483,0,1,30,4,68,1,0
26,unemployed,single,tertiary,2170,0,0,3,2,317,1,0
33,management,single,tertiary,541,1,1,21,5,572,1,0
33,admin.,married,tertiary,205,0,0,1,7,156,2,0
29,technician,single,tertiary,2269,1,0,20,4,53,1,0
34,admin.,divorced,secondary,0,1,0,6,5,153,1,0
46,services,divorced,unknown,973,0,0,2,2,297,1,0
25,admin.,married,secondary,894,1,0,28,5,328,1,0
57,retired,married,primary,-12,0,1,12,8,80,8,0
50,management,married,tertiary,0,0,0,30,1,199,1,0
48,blue-collar,married,primary,5154,1,0,14,5,70,1,0
32,admin.,single,secondary,-32,0,0,29,1,320,1,0
45,blue-collar,single,primary,999,0,0,29,1,182,2,0
32,services,married,secondary,24,1,1,12,5,185,1,0
34,management,married,tertiary,0,1,0,20,5,150,1,0
56,blue-collar,married,secondary,771,1,1,19,6,254,1,0
49,management,single,tertiary,1350,1,1,11,5,716,1,0
54,admin.,married,tertiary,19,0,0,26,8,131,2,0
44,management,single,tertiary,709,1,0,19,11,54,1,0
35,blue-collar,single,primary,2040,0,0,21,11,258,1,0
31,management,married,tertiary,303,1,0,14,5,143,1,0
34,management,married,secondary,-311,1,0,27,5,305,2,0
38,management,single,tertiary,690,1,0,20,5,34,1,0
56,management,married,tertiary,2551,1,0,17,11,150,2,0
49,technician,married,secondary,-142,1,1,23,7,73,4,0
44,blue-collar,married,secondary,-448,1,0,18,6,149,2,0
33,admin.,married,tertiary,99,1,1,18,11,55,2,0
33,technician,single,secondary,18,0,0,22,8,93,2,0
29,services,single,secondary,37,0,1,17,7,309,2,0
34,blue-collar,married,primary,3868,1,0,18,5,134,1,0
57,blue-collar,divorced,primary,5041,1,0,16,4,284,1,0
34,admin.,married,secondary,260,0,0,28,1,50,1,0
55,blue-collar,married,secondary,67,0,0,8,7,267,2,0
47,technician,divorced,secondary,157,1,0,25,8,163,8,0
48,blue-collar,married,secondary,1513,0,1,17,7,1171,1,0
36,technician,single,secondary,1044,1,0,20,8,15,19,0
34,blue-collar,married,secondary,113,1,0,13,5,16,2,0
43,blue-collar,married,unknown,245,1,0,16,4,829,1,0
55,management,married,tertiary,505,1,0,17,4,58,1,0
58,admin.,married,secondary,92,1,0,27,5,180,1,0
62,self-employed,married,tertiary,3685,0,0,3,2,181,3,0
32,management,married,tertiary,1636,1,0,18,11,124,1,0
35,management,married,tertiary,0,1,0,5,5,310,1,0
33,management,single,tertiary,349,0,0,22,8,182,1,0
54,technician,married,primary,3067,1,0,29,7,222,3,0
41,blue-collar,married,secondary,338,1,0,14,5,87,1,0
58,retired,married,primary,282,1,0,28,7,40,4,0
34,management,single,tertiary,1190,0,0,3,2,18,7,0
58,blue-collar,married,primary,73,0,0,17,6,116,1,0
30,technician,married,secondary,384,0,0,25,8,73,3,0
40,blue-collar,married,primary,-388,1,0,4,5,195,3,0
35,management,married,tertiary,354,0,1,9,2,117,4,0
37,admin.,single,secondary,192,1,0,23,5,105,2,0
32,blue-collar,single,secondary,70,1,0,26,5,118,6,0
33,services,married,secondary,22,1,0,5,5,71,1,0
48,technician,married,secondary,335,0,0,17,6,214,3,0
46,blue-collar,divorced,primary,2775,0,1,8,7,188,1,0
35,management,single,tertiary,592,0,1,14,5,192,1,0
32,management,single,tertiary,1271,1,0,20,5,51,1,0
30,self-employed,single,tertiary,48,0,0,27,5,144,2,0
46,technician,married,tertiary,0,0,0,6,6,159,1,0
27,student,single,tertiary,4869,1,0,15,5,258,2,0
40,blue-collar,married,secondary,737,1,0,30,5,135,2,0
60,entrepreneur,married,primary,83,1,0,17,7,302,2,0
28,admin.,single,tertiary,1104,1,0,28,7,73,7,0
27,admin.,single,unknown,5,1,0,17,7,225,2,0
31,blue-collar,single,secondary,23,0,0,21,11,116,1,0
28,blue-collar,married,secondary,1137,0,0,6,2,129,4,0
27,blue-collar,single,secondary,181,0,0,13,5,147,1,0
36,unemployed,divorced,secondary,8267,0,0,18,6,321,2,0
41,technician,married,secondary,871,1,0,6,5,145,1,0
30,services,single,secondary,1824,1,0,21,7,153,2,0
52,management,single,tertiary,4,0,1,28,7,30,9,0
35,admin.,married,secondary,421,1,0,18,11,350,1,0
37,housemaid,single,tertiary,561,0,0,18,11,188,1,0
37,services,married,secondary,1498,1,0,20,4,107,1,0
48,management,divorced,tertiary,657,0,1,29,1,251,2,0
38,unemployed,married,secondary,0,0,0,24,7,168,2,0
44,technician,divorced,tertiary,9192,1,0,6,6,59,3,0
43,technician,married,secondary,7876,1,0,11,8,209,2,0
35,blue-collar,single,secondary,0,1,0,9,2,226,3,0
40,technician,married,secondary,192,0,0,7,8,266,2,0
42,blue-collar,married,primary,803,1,0,7,5,171,2,0
51,blue-collar,married,primary,1694,0,0,13,8,186,2,0
46,management,married,secondary,5559,0,0,17,6,483,1,0
40,blue-collar,divorced,primary,737,1,1,12,5,102,1,0
51,housemaid,married,unknown,174,0,0,29,7,308,3,0
24,self-employed,single,tertiary,931,1,0,28,5,200,4,0
31,technician,married,tertiary,95,0,0,21,11,48,6,0
41,entrepreneur,married,primary,0,0,0,16,6,630,2,0
34,technician,single,secondary,4367,0,0,13,8,121,2,0
31,blue-collar,married,primary,68,1,0,8,5,226,1,0
31,management,single,tertiary,1308,0,0,22,8,323,3,0
52,retired,divorced,primary,353,0,0,31,7,395,4,0
38,blue-collar,married,secondary,-40,1,0,23,5,227,1,0
31,blue-collar,married,secondary,0,1,0,9,5,133,1,0
34,admin.,married,secondary,-312,1,0,9,5,232,1,0
22,student,single,unknown,549,0,0,2,9,154,1,0
60,services,married,secondary,8837,1,0,16,5,144,4,0
28,blue-collar,married,secondary,1020,1,0,28,5,251,1,0
31,admin.,married,secondary,3540,1,0,21,11,441,1,0
32,management,married,tertiary,663,0,1,22,7,62,3,0
77,retired,married,primary,2590,0,0,15,2,112,5,0
70,retired,married,primary,4982,0,0,4,5,794,2,0
29,services,married,tertiary,6,1,0,28,5,143,2,0
34,management,married,tertiary,118,0,1,17,7,171,3,0
38,blue-collar,divorced,primary,-258,1,0,14,5,134,2,0
45,blue-collar,married,secondary,-221,1,1,3,6,170,1,0
40,management,married,secondary,2596,0,0,12,6,236,1,0
34,blue-collar,married,secondary,467,1,0,13,5,195,2,0
30,technician,divorced,secondary,3100,1,0,20,11,125,1,0
56,management,divorced,tertiary,722,0,0,19,2,134,3,0
50,technician,married,secondary,797,1,0,6,5,354,1,0
53,technician,married,tertiary,476,1,0,28,1,160,1,0
48,unknown,married,unknown,558,0,0,25,8,433,6,0
53,entrepreneur,married,secondary,162,1,0,7,5,270,2,0
27,technician,single,secondary,1842,1,1,18,5,687,2,0
46,blue-collar,married,secondary,2348,0,0,17,11,182,1,0
54,retired,married,primary,11,1,1,18,8,48,10,0
36,blue-collar,married,secondary,2103,0,1,26,6,71,1,0
31,technician,single,tertiary,967,0,0,21,11,210,3,0
58,technician,married,secondary,116,0,0,16,6,580,3,0
48,services,divorced,primary,2805,0,1,23,7,212,2,0
29,services,married,secondary,1386,1,0,28,5,166,1,0
57,management,divorced,unknown,0,0,0,27,3,102,1,0
37,admin.,married,secondary,0,1,0,22,7,185,1,0
53,management,married,secondary,90,1,0,20,4,67,5,0
58,management,married,secondary,37,0,0,18,8,84,11,0
33,admin.,married,secondary,7,1,0,17,4,612,1,0
38,management,married,tertiary,676,0,0,15,5,59,3,0
28,blue-collar,single,secondary,3817,1,0,4,5,528,3,0
28,admin.,single,secondary,144,0,1,8,7,136,1,0
37,management,single,tertiary,230,1,1,2,2,120,2,0
27,management,single,tertiary,0,1,0,19,5,352,1,0
36,technician,married,tertiary,1109,0,0,13,8,328,2,0
53,services,married,secondary,2925,1,0,15,5,1392,4,0
26,services,single,secondary,397,0,0,29,1,268,1,0
59,unemployed,single,secondary,865,0,0,4,2,1086,1,0
31,technician,single,secondary,816,0,0,9,6,100,2,0
59,management,married,primary,396,1,0,2,6,72,3,0
40,blue-collar,divorced,secondary,0,1,0,6,5,121,2,0
27,technician,married,secondary,241,0,1,26,2,889,1,0
32,services,married,secondary,243,1,1,6,5,144,1,0
42,entrepreneur,married,tertiary,233,0,0,5,2,446,1,0
43,services,married,secondary,43,1,0,18,5,199,1,0
53,self-employed,married,tertiary,290,0,1,24,7,303,3,0
30,services,single,secondary,101,1,0,19,11,85,2,0
53,admin.,divorced,secondary,1151,1,0,5,5,412,1,0
53,technician,divorced,secondary,45,0,0,28,5,171,6,0
57,management,married,tertiary,1410,1,0,10,7,185,1,0
33,technician,married,secondary,1234,0,0,9,11,61,1,0
38,technician,married,secondary,2767,1,0,21,11,711,2,0
33,student,single,unknown,5969,0,0,30,4,110,1,0
42,management,divorced,secondary,-272,0,0,8,7,186,1,0
32,blue-collar,single,secondary,1036,1,1,30,5,62,2,0
42,technician,married,secondary,9324,0,0,27,8,67,4,0
41,technician,married,secondary,1043,1,1,14,5,225,1,0
35,technician,married,tertiary,1473,1,0,12,5,84,3,0
48,entrepreneur,married,secondary,183,1,0,3,6,203,9,0
24,management,single,secondary,86,0,0,2,6,1075,2,0
59,blue-collar,married,secondary,0,1,0,20,5,217,4,0
45,blue-collar,married,primary,2388,0,0,11,8,317,2,0
39,admin.,divorced,secondary,160,1,0,5,8,156,1,0
46,management,married,tertiary,385,1,0,29,5,52,4,0
38,entrepreneur,married,tertiary,4,1,0,16,7,158,1,0
30,management,single,tertiary,119,0,0,28,1,430,1,0
52,technician,married,tertiary,0,0,1,5,8,409,1,0
42,management,divorced,tertiary,742,1,0,5,5,58,3,0
46,self-employed,divorced,secondary,0,0,0,10,8,6,1,0
33,management,single,tertiary,1724,0,0,3,2,252,6,0
52,retired,married,secondary,0,0,0,22,8,351,5,0
49,self-employed,married,tertiary,503,1,0,6,2,310,4,0
59,management,single,tertiary,68,1,0,28,5,176,2,0
58,management,divorced,primary,5914,0,0,17,6,69,4,0
26,technician,single,tertiary,192,1,0,15,5,477,1,0
41,management,married,tertiary,15,0,0,20,6,13,5,0
41,blue-collar,married,secondary,2157,1,0,14,5,154,2,0
39,technician,married,secondary,3494,1,0,19,11,139,1,0
27,housemaid,married,primary,275,1,0,14,5,196,2,0
47,self-employed,married,secondary,318,0,0,21,11,83,1,0
52,retired,married,tertiary,350,0,1,9,7,156,1,0
37,technician,married,secondary,588,1,0,14,8,65,4,0
38,blue-collar,married,secondary,2008,1,0,18,11,354,1,0
42,technician,single,tertiary,35,1,1,17,11,38,1,0
41,technician,married,secondary,2152,0,0,30,9,134,1,0
46,entrepreneur,married,secondary,122,0,0,6,2,1047,2,0
40,services,divorced,secondary,160,0,0,14,7,123,3,0
41,student,single,secondary,1934,1,0,21,11,162,2,0
60,retired,married,tertiary,0,1,0,13,5,34,4,0
59,retired,married,unknown,613,0,0,19,8,75,2,0
59,retired,married,primary,574,0,0,18,8,197,6,0
28,blue-collar,single,primary,0,1,1,3,6,380,4,0
45,admin.,single,secondary,341,1,1,5,5,77,2,0
31,blue-collar,divorced,primary,158,1,0,28,5,157,1,0
31,unemployed,single,tertiary,1489,1,0,3,2,678,1,0
46,unknown,married,unknown,2911,0,0,7,7,41,9,0
51,self-employed,married,secondary,1178,0,0,6,8,530,2,0
37,admin.,married,secondary,96,0,0,5,2,102,1,0
40,services,married,secondary,4157,1,0,15,5,735,1,0
31,blue-collar,single,secondary,-575,1,0,2,6,153,9,0
38,blue-collar,married,primary,3419,1,0,20,6,324,5,0
39,technician,single,secondary,1104,0,0,20,11,333,2,0
29,services,married,secondary,57,1,0,21,7,342,9,0
65,retired,married,primary,343,0,0,5,2,159,2,0
26,admin.,single,secondary,-326,1,0,19,5,128,3,0
44,admin.,married,secondary,0,0,0,31,7,209,1,0
27,management,single,tertiary,3104,1,0,28,5,160,2,0
35,management,married,tertiary,648,0,0,30,7,674,2,0
36,admin.,single,secondary,10041,1,0,20,11,91,2,0
36,management,single,tertiary,-508,1,0,17,4,832,2,0
24,blue-collar,single,secondary,327,1,0,28,5,333,2,0
33,management,single,tertiary,1150,1,0,12,5,109,2,0
